ticket_id,ticket_text,category,priority,resolution_time_hours
TKT-10946,Need to update company name and address in profile. Reference: TKT-21738 Thank you in advance.,account,urgent,0.6
TKT-10947,Do you offer white-label solution for agencies? Reference: TKT-11383 Looking forward to your response.,product,medium,16.9
TKT-10948,The promotional discount was not applied to my bill. I have been waiting for 3 days.,billing,medium,44.4
TKT-10949,How does the AI feature work and is it included? Please escalate this issue.,product,medium,43.5
TKT-10950,Can I export all my data in bulk? I am a premium customer.,product,medium,33.5
TKT-10951,Webhooks are not being triggered for new events. Reference: TKT-83472 This is affecting my business.,technical,high,16.0
TKT-10952,Is there a dark mode available in the application? I am a premium customer.,product,medium,35.9
TKT-10953,Getting CORS error when calling the public API. Kindly look into this matter.,technical,medium,18.3
TKT-10954,I need to merge two accounts into one. Thank you in advance.,account,medium,44.9
TKT-10955,What is the difference between Pro and Enterprise plans? Reference: TKT-24464 I have been waiting for 3 days.,product,low,54.2
TKT-10956,How many users can I add on the current plan?,product,high,11.7
TKT-10957,I forgot my password and the reset email is not arriving. Reference: TKT-23405 Thank you in advance.,account,low,61.4
TKT-10958,I need to merge two accounts into one. Please escalate this issue.,account,medium,13.7
TKT-10959,The application keeps crashing whenever I try to upload a large file. Reference: TKT-65082 Please escalate this issue.,technical,low,36.0
TKT-10960,Need to update company name and address in profile. This is affecting my business.,account,high,18.8
TKT-10961,I was charged for premium features I didn't use. Reference: TKT-61435 I have been waiting for 3 days.,billing,medium,15.0
TKT-10962,I need a copy of last month's invoice for accounting purposes. Kindly look into this matter.,billing,medium,33.7
TKT-10963,Please remove the old admin who left the company. Reference: TKT-42631 This is urgent.,account,high,8.9
TKT-10964,What are the data retention policies? Kindly look into this matter.,product,high,11.8
TKT-10965,Need GST invoice for my company purchase. Please help as soon as possible.,billing,low,44.8
TKT-10966,File upload progress bar stuck at 99%. Looking forward to your response.,technical,medium,24.8
TKT-10967,The application keeps crashing whenever I try to upload a large file. Thank you in advance.,technical,high,18.4
TKT-10968,I am unable to verify my phone number for 2FA. Kindly look into this matter.,account,medium,22.7
TKT-10969,Payment failed but money was deducted from my account. Please help. Reference: TKT-66906 Please help as soon as possible.,billing,urgent,4.7
TKT-10970,Account recovery options are not working. Looking forward to your response.,account,low,58.3
TKT-10971,Does the free plan include access to the API? This is urgent.,product,high,17.3
TKT-10972,Is there a dark mode available in the application? This is affecting my business.,product,high,22.7
TKT-10973,I am unable to login. Getting error 500 internal server error.,technical,low,76.7
TKT-10974,Received a bill for a service I never signed up for. I have been waiting for 3 days.,billing,low,39.5
TKT-10975,Payment failed but money was deducted from my account. Please help. This is affecting my business.,billing,low,26.2
TKT-10976,Need to update company name and address in profile. Reference: TKT-59514 Kindly look into this matter.,account,high,9.2
TKT-10977,I am unable to verify my phone number for 2FA. This is urgent.,account,high,15.9
TKT-10978,Can I customize the dashboard widgets? Reference: TKT-34461 Please escalate this issue.,product,medium,13.9
TKT-10979,Need to update company name and address in profile. Looking forward to your response.,account,medium,29.9
TKT-10980,Dashboard is loading very slowly for the past two days. Reference: TKT-44517 Please escalate this issue.,technical,low,67.0
TKT-10981,Account recovery options are not working. Thank you in advance.,account,medium,24.0
TKT-10982,SSO login with Google is broken since yesterday. This is affecting my business.,technical,urgent,6.3
TKT-10983,I am unable to login. Getting error 500 internal server error. Thank you in advance.,technical,medium,15.8
TKT-10984,Search functionality is not returning correct results. Reference: TKT-47110 Thank you in advance.,technical,medium,14.7
TKT-10985,My account was locked after multiple failed login attempts. Reference: TKT-96362 Please help as soon as possible.,account,medium,38.2
TKT-10986,I need a copy of last month's invoice for accounting purposes. I have been waiting for 3 days.,billing,low,59.7
TKT-10987,API integration is failing with authentication error. Reference: TKT-94115 Please help as soon as possible.,technical,low,73.6
TKT-10988,Can I customize the dashboard widgets?,product,high,12.7
TKT-10989,Please delete my account permanently as per GDPR.,account,low,41.7
TKT-10990,Payment failed but money was deducted from my account. Please help. Please escalate this issue.,billing,urgent,6.6
TKT-10991,Received a bill for a service I never signed up for. This is urgent.,billing,medium,40.8
TKT-10992,Can I export all my data in bulk? This is urgent.,product,high,17.9
TKT-10993,I need to merge two accounts into one. Please help as soon as possible.,account,medium,21.8
TKT-10994,I want to change from monthly to annual billing. Reference: TKT-40279 Please help as soon as possible.,billing,urgent,4.9
TKT-10995,Can I customize the dashboard widgets? Kindly look into this matter.,product,low,50.0
TKT-10996,Webhooks are not being triggered for new events. I am a premium customer.,technical,medium,15.3
TKT-10997,I need to merge two accounts into one. I am a premium customer.,account,high,22.3
TKT-10998,Webhooks are not being triggered for new events. I am a premium customer.,technical,high,6.7
TKT-10999,SSO login with Google is broken since yesterday. Please escalate this issue.,technical,medium,46.2
TKT-11000,My account was locked after multiple failed login attempts. This is affecting my business.,account,medium,28.1
